2;b;6;Ser capaz de elaborar una planificación de los objetivos para la concreción del diseño, evaluando los riesgos.
2;b;7;Ser capaz de dimensionar y programar los requerimientos de recursos.
2;b;8;Ser capaz de evaluar los aspectos económico-financieros y el impacto económico, social y ambiental del proyecto.
2;b;9;Ser capaz de documentar el proyecto y comunicarlo de manera efectiva.
3;a;1;Ser capaz de identificar y conseguir o desarrollar los recursos necesarios para el proyecto.
3;a;2;Ser capaz  de planificar las  distintas  etapas manejando  en el tiempo  los objetivos,  metodologías  y recursos  involucrados para cumplir con lo planeado.
3;a;3;Ser capaz de programar con suficiente detalle los tiempos de ejecución de las obras, en concordancia con un plan de inversiones.
3;a;4;Ser capaz de ejecutar las distintas etapas de un proyecto de acuerdo con los objetivos, metodologías y recursos involucrados para cumplir con lo planeado asignando recursos y responsables.
3;a;5;Ser capaz de administrar en el tiempo los recursos humanos, físicos, económicos y tecnológicos para el cumplimiento de lo planeado.
3;a;6;Ser capaz de solucionar los problemas que se presentan  durante la ejecución.
3;a;7;Ser capaz de comunicar los avances y el informe final de proyectos de ingeniería.
3;b;1;Ser capaz de operar, inspeccionar y evaluar la marcha de proyectos de ingeniería verificando el cumplimiento de objetivos y metas.
3;b;2;Ser capaz de detectar desvíos en el cumplimiento de las normas técnicas, de seguridad e higiene, de calidad, etc., y de producir los ajustes necesarios.
3;b;3;Ser capaz de identificar la necesidad y oportunidad de introducir cambios en la programación.
3;b;4;Ser capaz de tomar decisiones por alteraciones o fallas en proyectos de ingeniería.
3;b;5;Ser capaz de controlar la adecuación de los cambios y alternativas surgidos al proyecto original.
4;a;1;Ser capaz de acceder a las fuentes de información relativas a las técnicas y herramientas y de comprender las especificaciones de las mismas.
4;a;2;Ser capaz de conocer los alcances y limitaciones de las técnicas y herramientas a utilizar y de reconocer los campos de aplicación de cada una de ellas y de aprovechar toda la potencialidad que ofrecen.
4;a;3;Ser capaz  de seleccionar fundamentadamente las técnicas y herramientas más adecuadas, analizando la relación costo/beneficio de cada alternativa mediante criterios de evaluación de costos, tiempo, precisión, disponibilidad, seguridad, etc.
4;b;1;Ser capaz de utilizar las técnicas y herramientas de acuerdo con estándares  y normas de calidad,  seguridad,  medioambiente, etc.
4;b;2;Ser capaz de interpretar los resultados que se obtengan de la aplicación de las diferentes técnicas y herramientas utilizadas.
4;b;3;Ser capaz de combinarlas y/o producir modificaciones de manera que optimicen su utilización.
4;b;4;Ser capaz de capacitar y entrenar en la utilización de las técnicas y herramientas.
4;b;5;Ser capaz de supervisar la utilización de las técnicas y herramientas y de detectar y corregir desvíos en la utilización de las mismas.
5;a;1;Ser capaz de detectar necesidades actuales o potenciales, que requieran de una solución tecnológica, y relacionarlas con la tecnología disponible o a ser desarrollada.
5;a;2;Ser capaz de percibir las situaciones contextuales como oportunidades de innovación tecnológica.
5;a;3;Ser capaz de convertir una necesidad detectada en la definición de un problema tecnológico cuya solución la satisface.
5;b;1;  Ser capaz  de identificar  los recursos tecnológicos  necesarios para resolver el problema.
5;b;2;Ser capaz de realizar una búsqueda apropiada de información para conocer el estado del arte de la problemática considerada.
5;b;3;Ser capaz de identificar las tecnologías emergentes y evaluar su posible impacto sobre los procesos actuales.
5;b;4;Ser capaz de aplicar los avances de la tecnología en general, y de su especialidad en particular.
5;b;5;Ser capaz de encontrar nuevas aplicaciones para las tecnologías disponibles.
5;c;1;Ser capaz de pensar en forma sistémica (visualizar como un sistema los elementos constitutivos de una situación o fenómeno, comprendiendo la dinámica de sus interacciones).
5;c;2;Ser capaz de pensar en forma  crítica (pensar por cuenta propia, analizando y evaluando la consistencia de las propias ideas, de lo que se lee, de lo que se escucha, de lo que se observa).
5;c;3;Ser capaz de pensar de manera creativa (generar nuevas ideas y/o nuevas maneras de enfocar o abordar lo ya conocido).
6;a;1;Ser capaz de asumir como propios los objetivos del grupo y actuar para alcanzarlos.
6;a;2;Ser capaz de proponer y/o desarrollar metodologías de trabajo acordes a los objetivos a alcanzar.
6;a;3;Ser capaz de respetar los compromisos (tareas y plazos) contraídos con el grupo y mantener la confidencialidad.
6;b;1;Ser capaz de escuchar y aceptar la existencia y validez de distintos puntos de vista.
6;b;2;Ser capaz de expresarse con claridad y de socializar las ideas dentro de un equipo de trabajo.
6;b;3;Ser capaz de analizar las diferencias y proponer alternativas de resolución, identificando áreas de acuerdo y desacuerdo, y de negociar para alcanzar consensos.
6;b;4;Ser capaz de comprender la dinámica del debate, efectuar intervenciones y tomar decisiones  que integren distintas opiniones, perspectivas y puntos de vista.
6;b;5;Ser capaz de interactuar en grupos heterogéneos, apreciando y respetando la diversidad de valores,  creencias y culturas  de todos sus integrantes.
6;b;6;Ser capaz de hacer un abordaje  interdisciplinario, integrando las perspectivas de las diversas formaciones disciplinares de los miembros del grupo.
6;c;1;Ser capaz  de aceptar  y desempeñar distintos  roles, según lo requiera la tarea, la etapa del proceso y la conformación del equipo.
6;c;2;Ser capaz de promover  una actitud participativa y colaborativa entre los integrantes del equipo.
6;c;3;Ser capaz de reconocer  y aprovechar las fortalezas del equipo y de sus integrantes y de minimizar y compensar sus debilidades.
6;c;4;Ser capaz de realizar una evaluación del funcionamiento y la producción del equipo.
6;c;5;Ser capaz de representar al equipo, delegar tareas y resolver conflictos y problemas de funcionamiento grupal.
6;c;6;Ser capaz de asumir el rol de conducción de un equipo.
7;a;1;Ser capaz de adaptar las estrategias de comunicación  a los objetivos comunicacionales, a las características de los destinatarios y a cada situación.
7;a;2;Ser capaz de comunicar eficazmente problemáticas relacionadas a la profesión, a personas ajenas a ella.
7;a;3;Ser capaz  de interpretar  otros  puntos  de vista,  teniendo  en cuenta las situaciones personales y sociales de los interlocutores.
7;a;4;Ser capaz de identificar coincidencias y discrepancias, y de producir síntesis y acuerdos.
7;a;5;Ser capaz de usar eficazmente  las  herramientas tecnológicas apropiadas para la comunicación
7;b;1;Ser capaz  de expresarse  de manera  concisa, clara y precisa, tanto en forma oral como escrita.
7;b;2;Ser capaz de identificar el tema central y los puntos claves del informe o presentación a realizar.
7;b;3;Ser capaz de producir textos técnicos (descriptivos, argumentativos y explicativos), rigurosos y convincentes.
7;b;4;Ser capaz de utilizar y articular de manera eficaz distintos lenguajes (formal, gráfico y natural).
7;b;5;Ser capaz de manejar las herramientas informáticas apropiadas para la elaboración de informes y presentaciones.
7;b;6;Ser capaz de comprender  textos técnicos en idioma inglés.
7;b;7;Ser capaz de identificar las ideas centrales de un informe que se leyó o de una presentación a la cual se asistió.
7;b;8;Ser capaz  de analizar la validez y la coherencia de la información.
8;a;1;Ser capaz de comprender la responsabilidad ética de sus funciones.
8;a;2;Ser capaz de identificar las connotaciones éticas de diferentes decisiones en el desempeño profesional.
8;a;3;Ser capaz  de comportarse  con honestidad e integridad  personal.
8;a;4;Ser capaz de respetar la confidencialidad de sus actividades.
8;a;5;Ser capaz de reconocer  la necesidad de convocar a otros profesionales o expertos cuando los problemas  superen sus conocimientos o experiencia.
8;b;1;Ser capaz de comprender y asumir los roles de la profesión.
8;b;2;Ser capaz de considerar los requisitos de calidad y seguridad en todo momento.
8;b;3;Ser capaz de aplicar las regulaciones previstas para el ejercicio profesional.
8;b;4;Ser capaz de comprender  y asumir las responsabilidades de los ingenieros en la sociedad.
8;b;5;Ser capaz de poner en juego una visión geopolítica actualizada para encarar la  elaboración de  soluciones, proyectos y decisiones.
8;b;6;Ser  capaz  de anteponer  los  intereses  de la sociedad  en su conjunto, a intereses personales, sectoriales, comerciales o profesionales, en el ejercicio de la profesión.
8;c;1;Ser capaz de reconocer que la optimización de la selección de alternativas para los proyectos, acciones y decisiones, implica la ponderación de impactos de diverso tipo, cuyos respectivos efectos pueden ser contradictorios entre sí.
8;c;2;Ser capaz de considerar  y estimar el impacto económico, social y ambiental  de proyectos,  acciones y decisiones,  en el contexto local y global
9;a;1; Ser capaz de asumir que se trabaja en un campo en permanente evolución, donde las herramientas, técnicas y recursos propios de la profesión están sujetos al cambio, lo que requiere un continuo aprendizaje y capacitación.
9;a;2;Ser capaz de asumir que la formación y capacitación continuas son una inversión.
9;a;3;Ser capaz de desarrollar el hábito de la actualización permanente.
9;b;1;Ser capaz de desarrollar una estrategia personal de formación, aplicable desde la carrera de grado en adelante.
9;b;2;Ser capaz de evaluar el propio desempeño profesional y encontrar los recursos necesarios para mejorarlo.
9;b;3;Ser capaz de evaluar el propio aprendizaje y encontrar los recursos necesarios para mejorarlo.
9;b;4;Ser capaz de detectar aquellas áreas del conocimiento propias de la profesión y/o actividad profesional en las que se requiera actualizar o profundizar conocimientos.
9;b;5;Ser capaz de explorar aquellas áreas del conocimiento no específicas de la profesión que podrían contribuir al mejor desempeño profesional.
9;b;6;Ser capaz de hacer una búsqueda bibliográfica  por medios diversos  (bibliotecas,  librerías,  Internet,  centros  de documentación, etc.), de seleccionar el material relevante (que sea a la vez válido y actualizado) y de hacer una lectura comprensiva y crítica del mismo.
10;a;1;Ser capaz de detectar oportunidades, crear escenarios de posibilidades y delinear una visión de futuro.
10;a;2;Ser capaz de autoevaluarse identificando fortalezas, debilidades y potencialidades.
10;a;3;Ser capaz de plasmar la visión en un proyecto.
10;a;4;Ser capaz de elaborar un plan de negocios viable.
10;a;5;Ser capaz de identificar y conseguir o desarrollar los recursos necesarios.
10;a;6;Ser capaz de identificar, evaluar y asumir riesgos.
10;a;7;Ser capaz de actuar proactivamente.
10;a;8;Ser capaz  de tomar  decisiones  con información parcial, en contextos de incertidumbre y ambigüedad.
10;b;1;Ser capaz de identificar relaciones claves  para alcanzar objetivos.
10;b;2;Ser capaz de relacionarse con otros grupos o personas que realicen actividades que puedan contribuir a nuevos desarrollos o a alcanzar los objetivos buscados.
10;b;3;Ser capaz de crear y fortalecer relaciones de confianza y cooperación.
10;b;4; Ser capaz de contribuir a los objetivos de las redes en las que participa generando intercambios sinérgicos.

